0 242.07667254617795
 
1 290.9298734396623
 
2 326.4942008003296
 
3 324.8766995136453
 
4 340.24087070029555
 
5 347.87836538302224
 
6 330.1307086374845
 
7 327.5826065416304
 
8 325.5344655391592
 
9 336.8942571159228
 
10 360.38655549855537
 
11 380.3851294664044
 
12 363.965799845884
 
13 398.6577022223128
 
14 397.7104402111978
 
15 368.8187667303996
 
16 398.71272725322956
 
17 390.5305749584276
 
18 399.21387077424544
 
19 379.00549310926493
 
20 369.37493528233216
 
21 388.63605093619765
 
22 398.26660876313036
 
23 398.2666087631304
 
24 419.0311549800435
 
25 419.53229850105936
 
26 429.663999849008
 
27 428.716737837893
 
28 429.66399984900795
 
29 456.2150308174771
 
30 446.5844729905443
 
31 437.9011771747266
 
32 438.84843918584164
 
33 455.267768806362
 
34 491.895476091863
 
35 491.895476091863
 
36 482.26491826493015
 
37 472.63436043799754
 
38 472.63436043799743
 
39 482.26491826493015
 
40 482.26491826493015
 
41 482.26491826493015
 
42 464.89832663329486
 
43 457.16229282859206
 
44 447.53173500165934
 
45 447.53173500165934
 
46 482.26491826493015
 
47 482.26491826493015
 
48 491.895476091863
 
49 482.26491826493015
 
50 482.26491826493015
 
51 491.895476091863
 
52 473.58162244911256
 
53 483.21218027604516
 
54 491.895476091863
 
55 491.89547609186286
 
56 472.63436043799743
 
57 455.2677688063621
 
58 464.8983266332948
 
59 482.26491826493015
 
60 501.52603391879563
 
61 492.842738102978
 
62 482.26491826493015
 
63 472.6343604379974
 
64 472.63436043799743
 
65 472.63436043799743
 
66 472.63436043799743
 
67 472.63436043799743
 
68 472.6343604379974
 
69 482.26491826493015
 
70 482.26491826493026
 
71 472.63436043799754
 
72 501.52603391879563
 
73 482.26491826493026
 
74 482.26491826493015
 
75 474.5288844602275
 
76 482.26491826493015
 
77 472.63436043799743
 
78 472.63436043799743
 
79 482.26491826493015
 
80 464.8983266332947
 
81 472.63436043799743
 
82 456.21503081747704
 
83 472.63436043799743
 
84 491.895476091863
 
85 491.895476091863
 
86 501.5260339187956
 
87 501.52603391879563
 
88 491.895476091863
 
89 491.895476091863
 
90 491.89547609186286
 
91 472.63436043799743
 
92 472.63436043799743
 
93 455.2677688063621
 
94 457.16229282859206
 
95 472.6343604379974
 
96 491.89547609186286
 
97 491.895476091863
 
98 473.5816224491124
 
99 482.26491826493015
 
100 501.5260339187956
 
101 501.5260339187956
 
102 482.26491826493015
 
103 501.52603391879563
 
104 482.26491826493015
 
105 472.63436043799743
 
106 482.26491826493015
 
107 472.6343604379974
 
108 455.267768806362
 
109 472.63436043799743
 
110 482.26491826493015
 
111 482.26491826493026
 
112 463.9510646221798
 
113 483.2121802760453
 
114 482.26491826493026
 
115 482.26491826493026
 
116 491.895476091863
 
117 491.89547609186303
 
118 482.26491826493015
 
119 482.26491826493015
 
120 491.89547609186286
 
121 472.63436043799754
 
122 472.63436043799743
 
123 472.63436043799743
 
124 491.89547609186286
 
125 482.26491826493015
 
126 482.26491826493015
 
127 482.26491826493015
 
128 482.26491826493015
 
129 472.6343604379974
 
130 491.895476091863
 
131 482.26491826493015
 
132 482.26491826493015
 
133 472.6343604379974
 
134 465.8455886444097
 
135 472.63436043799754
 
136 472.63436043799743
 
137 491.89547609186286
 
138 491.89547609186286
 
139 472.63436043799743
 
140 472.63436043799743
 
141 482.26491826493026
 
142 491.89547609186286
 
143 491.89547609186286
 
144 482.26491826493015
 
145 491.895476091863
 
146 482.26491826493026
 
147 482.26491826493026
 
148 482.26491826493026
 
149 472.63436043799743
 
150 472.6343604379974
 
151 464.8983266332948
 
152 456.2150308174771
 
153 448.47899701277436
 
